saveMedium,1824,832,000C2E3F,0,1,1,4294967295,0,0
spikeUp,1056,448,002D9D95,0,1,1,4294967295,0,0
spikeUp,1376,416,0019B155,0,1,1,4294967295,0,0
spikeUp,1440,416,00167A36,0,1,1,4294967295,0,0
spikeUp,1408,544,0007409B,0,1,1,4294967295,0,0
spikeUp,1312,544,0034A975,0,1,1,4294967295,0,0
spikeUp,1632,448,000B6526,0,1,1,4294967295,0,0
spikeUp,1920,224,000D613A,0,1,1,4294967295,0,0
spikeUp,1024,896,001810F7,0,1,1,4294967295,0,0
spikeUp,1056,928,0023A17E,0,1,1,4294967295,0,0
spikeUp,1120,800,00397293,0,1,1,4294967295,0,0
spikeUp,1344,640,002198B6,0,1,1,4294967295,0,0
spikeUp,2112,864,000F7519,0,1,1,4294967295,0,0
spikeUp,2176,864,0020E051,0,1,1,4294967295,0,0
spikeUp,2240,1056,002729D5,0,1,1,4294967295,0,0
spikeUp,1984,1152,002EDC9A,0,1,1,4294967295,0,0
spikeUp,1216,992,00141A11,0,1,1,4294967295,0,0
spikeUp,1568,928,00242261,0,1,1,4294967295,0,0
spikeUp,960,1600,002FF93A,0,1,1,4294967295,0,0
spikeUp,1248,1696,0000F861,0,1,1,4294967295,0,0
spikeUp,1280,1696,002A6D4E,0,1,1,4294967295,0,0
spikeUp,1568,1440,001CDBB6,0,1,1,4294967295,0,0
spikeUp,1696,1408,0030C603,0,1,1,4294967295,0,0
spikeUp,1760,1472,0006C1AA,0,1,1,4294967295,0,0
spikeUp,1856,1440,003BA374,0,1,1,4294967295,0,0
spikeUp,1824,1568,0011559C,0,1,1,4294967295,0,0
spikeUp,1920,1280,000F6A7F,0,1,1,4294967295,0,0
spikeUp,1600,1792,000F331C,0,1,1,4294967295,0,0
spikeUp,2080,1664,001A4C75,0,1,1,4294967295,0,0
spikeUp,2080,1664,00318EB6,0,1,1,4294967295,0,0
spikeUp,2272,1568,0004FFE1,0,1,1,4294967295,0,0
spikeUp,2112,1408,001825F3,0,1,1,4294967295,0,0
Kamek,400,1540,00141521,0,1,1,4294967295,0,0
Kamek,1200,2156,002812A2,0,1,1,4294967295,0,0
Kamek,2000,2156,00215A68,0,1,1,4294967295,0,0
Kamek,2800,924,003E633D,0,1,1,4294967295,0,0
Kamek,2800,308,002D9B5C,0,1,1,4294967295,0,0
block,736,1728,000FDE5F,0,2,1,4294967295,0,0
block,352,1696,00383B99,0,3,1,4294967295,0,0
block,320,1728,002F6BDF,0,2,1,4294967295,0,0
block,32,1280,002877B8,0,1,15,4294967295,0,0
block,320,1280,001777AB,0,2,1,4294967295,0,0
block,352,1312,002205AC,0,3,1,4294967295,0,0
block,736,1280,001FB265,0,1,12,4294967295,0,0
block,736,1664,0007A7AC,0,4,1,4294967295,0,0
block,1056,1696,002EEA4B,0,2,3,4294967295,0,0
block,896,1664,00008DF9,0,7,1,4294967295,0,0
block,832,1728,00389148,0,6,1,4294967295,0,0
block,832,1696,00020425,0,1,1,4294967295,0,0
block,832,1536,001BBE5A,0,1,4,4294967295,0,0
block,800,1280,0020CFD5,0,1,7,4294967295,0,0
block,864,1344,00283964,0,1,4,4294967295,0,0
block,864,1312,000D8D2C,0,3,1,4294967295,0,0
