saveVeryHard,1920,736,0010BFED,0,1,1,4294967295,0,0
saveHard,256,1856,001B8F55,0,1,1,4294967295,0,0
spikeUp,1856,1152,000374C9,0,1,1,4294967295,0,0
spikeUp,1888,1152,0037725A,0,1,1,4294967295,0,0
spikeUp,1920,1152,00190FEF,0,1,1,4294967295,0,0
spikeUp,1984,1152,00010A40,0,1,1,4294967295,0,0
spikeUp,1952,1152,000DBCB5,0,1,1,4294967295,0,0
spikeUp,2016,1152,0017B72C,0,1,1,4294967295,0,0
spikeUp,2048,1152,001AECAB,0,1,1,4294967295,0,0
spikeUp,1888,1024,001DF7D5,0,1,1,4294967295,0,0
spikeUp,1856,1024,00058E6C,0,1,1,4294967295,0,0
spikeUp,1824,1024,001523AB,0,1,1,4294967295,0,0
spikeUp,1792,1024,0027A590,0,1,1,4294967295,0,0
spikeUp,1760,1024,00223767,0,1,1,4294967295,0,0
spikeUp,1728,1024,000E68F0,0,1,1,4294967295,0,0
spikeUp,1696,1024,000B7078,0,1,1,4294967295,0,0
spikeUp,1664,1024,001249F3,0,1,1,4294967295,0,0
spikeUp,2080,864,000552C4,0,1,1,4294967295,0,0
spikeUp,2112,864,0022A229,0,1,1,4294967295,0,0
spikeUp,2144,864,0004E22E,0,1,1,4294967295,0,0
spikeUp,2176,864,003E82BD,0,1,1,4294967295,0,0
spikeUp,2208,864,0018511A,0,1,1,4294967295,0,0
spikeUp,2240,864,00283924,0,1,1,4294967295,0,0
spikeUp,2272,864,000DBEB4,0,1,1,4294967295,0,0
spikeUp,2304,864,001D2556,0,1,1,4294967295,0,0
spikeUp,2240,2080,0007EAE6,0,1,1,4294967295,0,0
spikeDown,1920,896,003DB6C7,0,1,1,4294967295,0,0
spikeDown,1952,896,001EEC65,0,1,1,4294967295,0,0
spikeDown,1984,896,001FF400,0,1,1,4294967295,0,0
spikeDown,2016,896,0021D3C0,0,1,1,4294967295,0,0
spikeDown,1888,736,0008C2FE,0,1,1,4294967295,0,0
spikeDown,1824,736,0016B0FC,0,1,1,4294967295,0,0
spikeDown,1792,736,002FC99D,0,1,1,4294967295,0,0
spikeDown,1760,736,0036EA98,0,1,1,4294967295,0,0
