GraveyardSkybox,64,672,001C4C36,0,1,1,4294967295,0,0
saveVeryHard,1408,480,000985A1,0,1,1,4294967295,0,0
saveHard,2432,160,00160068,0,1,1,4294967295,0,0
saveMedium,928,320,002C873F,0,1,1,4294967295,0,0
saveMedium,1504,992,00082A56,0,1,1,4294967295,0,0
saveMedium,2016,128,00385180,0,1,1,4294967295,0,0
Grabby,750,928,00264CFD,0,1,1,4294967295,0,0
Grabby,850,414,002FF302,0,1,1,4294967295,0,0
Grabby,2702,386,003A6DBA,0,1,1,4294967295,0,0
saveHard,128,928,0013E39A,0,1,1,4294967295,0,0
spikeUp,2176,512,00068972,0,1,1,4294967295,0,0
spikeUp,2208,512,002559C3,0,1,1,4294967295,0,0
spikeUp,2240,512,002A2850,0,1,1,4294967295,0,0
spikeUp,2272,512,00071446,0,1,1,4294967295,0,0
spikeUp,2304,512,001F4C56,0,1,1,4294967295,0,0
spikeUp,2912,448,002AB285,0,1,1,4294967295,0,0
spikeUp,2944,448,000696B9,0,1,1,4294967295,0,0
spikeUp,2976,448,002E7722,0,1,1,4294967295,0,0
spikeUp,3264,544,00250018,0,1,1,4294967295,0,0
spikeUp,3296,544,00381A22,0,1,1,4294967295,0,0
spikeUp,3328,544,000AD322,0,1,1,4294967295,0,0
spikeUp,3360,544,000A42F9,0,1,1,4294967295,0,0
spikeUp,3392,544,001032F6,0,1,1,4294967295,0,0
spikeUp,3424,544,001FFA7B,0,1,1,4294967295,0,0
spikeUp,3456,544,001A291A,0,1,1,4294967295,0,0
spikeUp,3488,544,001BEE0C,0,1,1,4294967295,0,0
spikeUp,3520,544,0024A9DF,0,1,1,4294967295,0,0
spikeUp,3584,544,001EE1E0,0,1,1,4294967295,0,0
spikeUp,3552,544,00289D27,0,1,1,4294967295,0,0
spikeUp,3680,544,0038AE12,0,1,1,4294967295,0,0
spikeUp,3712,544,001242A0,0,1,1,4294967295,0,0
spikeUp,3776,544,00300AD4,0,1,1,4294967295,0,0
spikeUp,3744,544,00010F3D,0,1,1,4294967295,0,0
spikeUp,3808,544,003627CC,0,1,1,4294967295,0,0
spikeUp,3840,544,000DD827,0,1,1,4294967295,0,0
spikeUp,3872,544,002FD98A,0,1,1,4294967295,0,0
spikeUp,3904,544,000DCD6D,0,1,1,4294967295,0,0
spikeUp,3936,544,001D2699,0,1,1,4294967295,0,0
spikeUp,3840,416,0008DE04,0,1,1,4294967295,0,0
spikeUp,3776,288,002291B9,0,1,1,4294967295,0,0
spikeUp,1312,455,00132BFF,0,1,1,4294967295,0,0
spikeUp,1344,512,0021A28C,0,1,1,4294967295,0,0
spikeUp,1280,512,000609D8,0,1,1,4294967295,0,0
spikeUp,1248,512,00059981,0,1,1,4294967295,0,0
spikeUp,1216,512,0023E8FC,0,1,1,4294967295,0,0
spikeUp,1184,512,002EDE34,0,1,1,4294967295,0,0
spikeUp,1152,512,001468D8,0,1,1,4294967295,0,0
spikeUp,1120,512,00235DFC,0,1,1,4294967295,0,0
spikeUp,1088,512,001E3D2B,0,1,1,4294967295,0,0
spikeUp,1056,512,0027DD7C,0,1,1,4294967295,0,0
